	round_number	emotion	text_id	timestamp	prolific_id	anger	boredom	disgust	fear	guilt	joy	pride	relief	sadness	shame	surprise	trust	generated_text	hidden_emo_text	event_duration	emotion_duration	intensity	confidence	suddenness	familiarity	predict_event	pleasantness	unpleasantness	goal_relevance	chance_responsblt	self_responsblt	other_responsblt	predict_conseq	goal_support	urgency	self_control	other_control	chance_control	accept_conseq	standards	social_norms	attention	not_consider	effort	previous_participation	age	gender	education	ethnicity	extravert	critical	dependable	anxious	open	quiet	sympathetic	disorganized	calm	conventional	did_you_lie?	original_demographics
516	round-6	anger	661	2021/11/01 8:56:59 pm CET	91a623833d8f2a4ccdf50da9baeeb008	2	1	1	2	1	3	1	1	4	1	1	1	a child at the educational establishment I worked at shoved me.	a child at the educational establishment I worked at shoved me.	seconds	days	5	4	5	1	2	1	5	1	2	2	5	2	4	5	1	5	2	4	5	4	5	4	5	Yes, first time, I will answer the following questions.	35	Female	Graduate degree (MA/MSc/MPhil/other)	African	5.0	1.0	7.0	3.0	6.0	6.0	7.0	3.0	6.0	3.0	The event really happened in my life.	ORIGINAL
3283	round-5	no-emotion	51433	2021/10/06 2:39:37 pm EET	3c88e367f42e666466087bbba9933da8	1	3	3	2	1	4	2	5	1	3	3	5	I felt no particular emotion  the day I lost my faulty phone. This was a phone that was giving  me a lot of issues and it got misplaced  on my way to work. I was amazed how I didn't  bother about  it.	I felt ...  the day I lost my faulty phone. This was a phone that was giving  me a lot of issues and it got misplaced  on my way to work. I was amazed how I didn't  bother about  it.	minutes	minutes	4	5	5	5	2	4	3	3	3	5	1	2	4	4	3	4	3	2	3	3	5	5	2	No, I participated before and answered the next set of questions.	39	Male	Graduate degree (MA/MSc/MPhil/other)	North American	6.0	4.0	7.0	2.0	7.0	6.0	7.0	1.0	7.0	4.0	The event really happened in my life.	COPIED FROM: text id 5539
4277	round-4	relief	41232	2021/09/20 12:11:50 am EET	d5297113b5514cbd5c4039c94055fe25	1	1	1	1	1	2	1	1	1	1	1	2	after a rough mental health week I talked to my friends and apologized for not being my best self recently (short tempered, a bit disconnected etc.) and they assured me that I had nothing to apologize for and that they did not take it personally. Felt relieved about that because I don't want my mental health to interfere with my relatinoships	after a rough mental health week I talked to my friends and apologized for not being my best self recently (short tempered, a bit disconnected etc.) and they assured me that I had nothing to apologize for and that they did not take it personally. Felt ... about that because I don't want my mental health to interfere with my relatinoships	seconds	minutes	3	5	1	3	3	5	1	1	1	5	5	5	4	2	5	5	1	5	1	1	4	1	2	No, I participated before and answered the next set of questions.	18	Female	No formal qualifications	mixed	3.0	1.0	5.0	6.0	6.0	6.0	6.0	1.0	5.0	4.0	--	COPIED FROM: text id 425
5112	round-6	sadness	6819	2021/11/01 7:48:59 pm CET	e4ada780b952b8c9312b5c24f35e9a08	2	4	2	2	2	1	3	2	3	3	1	3	I was diagnosed with autism.	I was diagnosed with autism.	weeks	weeks	5	5	2	1	4	3	4	5	1	4	1	4	3	2	2	4	2	5	1	1	4	2	5	No, I participated before and answered the next set of questions.	32	Female	Undergraduate degree (BA/BSc/other)	European	1.0	2.0	5.0	7.0	3.0	7.0	5.0	3.0	1.0	2.0	The event really happened in my life.	COPIED FROM: text id 63
5500	round-2	surprise	2205	2021/07/20 4:37:07 pm EET	4005ca6527b27dc147853df3387fca12	1	1	1	1	1	2	1	1	1	1	1	1	I felt surprise when I did better than expected in my end of year exams at uni.	I felt ... when I did better than expected in my end of year exams at uni.	seconds	hours	3	3	5	5	4	5	1	5	1	5	1	5	5	1	1	1	1	5	1	1	2	1	1	No, I participated before and answered the next set of questions.	19	Female	High school	European	5.0	5.0	7.0	6.0	6.0	2.0	7.0	1.0	6.0	5.0	--	COPIED FROM: text id 2184
4585	round-5	relief	51948	2021/10/06 6:18:54 pm EET	ce6901eefc2e8986be8f63830a64b351	1	5	1	1	1	1	1	1	3	1	1	1	I felt relief when I had completed a job at work because it was tough.	I felt ... when I had completed a job at work because it was tough.	hours	hours	4	3	1	5	5	1	5	1	1	3	5	5	2	5	5	1	3	2	5	1	5	5	5	Yes, first time, I will answer the following questions.	25	Female	Graduate degree (MA/MSc/MPhil/other)	European	1.5	6.0	6.5	6.0	6.5	3.5	6.0	1.0	2.5	6.5	The event really happened in my life.	AVERAGED: text id 450, 51948
3518	round-6	no-emotion	6577	2021/11/01 9:55:59 pm CET	90b0cf2e680c4b17fe820b9d0eebc0f1	1	4	1	1	1	1	1	1	1	1	1	1	I stood for 30 minutes doing the ironing	I stood for 30 minutes doing the ironing	minutes	I had none	1	3	1	4	4	2	2	1	1	5	1	4	2	1	3	1	1	5	1	1	1	1	1	No, I participated before and answered the next set of questions.	45	Female	Undergraduate degree (BA/BSc/other)	European	2.0	5.0	6.0	6.0	7.0	6.0	5.0	1.0	3.0	1.0	The event really happened in my life.	COPIED FROM: text id 6196
1884	round-4	fear	4596	2021/09/20 2:03:31 am EET	60a8a9f89ac4d9c112a6a5c290183a41	1	4	1	1	1	1	1	1	4	1	1	1	Almost got in a car accident	Almost got in a car accident	seconds	seconds	2	5	5	2	1	1	3	4	5	1	5	3	1	5	1	5	1	2	1	2	3	1	1	Yes, first time, I will answer the following questions.	20	Female	High school	North American	5.0	5.0	6.0	6.0	5.0	5.0	6.0	3.0	4.0	2.0	--	ORIGINAL
3558	round-6	no-emotion	6623	2021/11/01 10:08:16 pm CET	c5947755c0adc4180dec21da42c028a7	1	1	1	1	1	1	1	1	1	1	1	1	My GCSE maths result - I didn’t study for it and remember when I got my result - C. I felt no emotion to it, so I wasn’t upset or angry at myself, not was i pleased with myself. I think due to me telling myself i would be rewarded by the effort that i put in so no one to blame but myself	My GCSE maths result - I didn’t study for it and remember when I got my result - C. I felt ... to it, so I wasn’t upset or angry at myself, not was i pleased with myself. I think due to me telling myself i would be rewarded by the effort that i put in so no one to blame but myself	minutes	minutes	4	5	1	2	5	3	3	1	1	5	1	3	3	5	3	3	1	3	2	1	4	1	1	Yes, first time, I will answer the following questions.	31	Female	Secondary education	European	6.0	3.0	6.0	1.0	5.0	2.0	6.0	4.0	6.0	2.0	The event really happened in my life.	ORIGINAL
3119	round-3	no-emotion	3717	2021/09/03 9:59:57 pm EET	6c6e11b590bc30c0655d106008bc2cb0	1	1	1	1	1	1	1	1	1	1	1	1	I went shopping at bought a jacket.	I went shopping at bought a jacket.	minutes	I had none	1	2	1	4	3	1	1	1	1	4	1	5	3	1	5	3	1	5	1	1	2	1	1	No, I participated before and answered the next set of questions.	46	Male	Undergraduate degree (BA/BSc/other)	Australian/New Zealander	2.0	1.0	6.0	2.0	6.0	5.0	7.0	2.0	6.0	2.0	--	COPIED FROM: text id 3633
4935	round-5	sadness	52150	2021/10/06 2:43:00 pm EET	9d107151e0695369bdd3f9dcc26369c4	1	2	1	1	1	2	1	1	3	1	1	5	I felt a lot of sadness when I received a message to let me know that one of my very good friends who I love a lot had suddenly passed away due to a pulmonary embolism. It is/was heartbreaking and my friend was so full of life and energy that even now, I sometimes have to remind myself that she is no longer with us as it doesn't quite feel real still and I feel that I will always be in a state of disbelief and shock about it.	I felt a lot of ... when I received a message to let me know that one of my very good friends who I love a lot had suddenly passed away due to a pulmonary embolism. It is/was ... and my friend was so full of life and energy that even now, I sometimes have to remind myself that she is no longer with us as it doesn't quite feel real still and I feel that I will always be in a state of disbelief and shock about it.	minutes	weeks	5	5	5	1	1	1	5	4	5	1	1	4	1	5	1	1	5	1	5	1	5	3	5	No, I participated before and answered the next set of questions.	26	Female	Undergraduate degree (BA/BSc/other)	White British - United Kingdom (we have left the EU)	4.0	5.0	5.0	6.0	6.0	5.0	5.0	5.0	3.0	3.0	The event really happened in my life.	COPIED FROM: text id 5843
5268	round-3	shame	31126	2021/09/03 10:41:10 pm EET	637104db7200547c43914b47ba7de345	1	1	1	1	1	3	3	1	1	1	1	1	Embarrassing incident at school	Embarrassing incident at school	seconds	days	5	5	5	3	1	1	5	5	3	4	5	4	1	5	1	5	5	3	4	1	3	5	5	No, I participated before and answered the next set of questions.	26	Female	Undergraduate degree (BA/BSc/other)	European	3.7	3.7	4.7	5.0	4.7	3.3	5.7	1.7	3.7	2.7	--	AVERAGED: text id 3938, 31041, 31284
3548	round-6	no-emotion	6610	2021/11/01 10:04:08 pm CET	1a683c4def2886b4fdef3cde7e5f11d3	1	3	1	2	1	3	2	2	1	1	1	3	Someone knocked at the door and gave me a parcel	Someone knocked at the door and gave me a parcel	seconds	I had none	2	4	4	4	4	3	3	2	2	3	3	3	4	5	4	2	1	5	1	1	3	1	2	Yes, first time, I will answer the following questions.	25	Female	Secondary education	British	4.0	5.5	6.0	6.0	4.5	3.5	5.5	2.5	4.0	3.0	The event really happened in my life.	AVERAGED: text id 52561, 6610
5382	round-5	shame	52344	2021/10/06 2:42:33 pm EET	7f7fc18f2bde9535665135fab2864778	1	1	1	1	1	3	2	1	1	1	1	2	I was pulled out of a role because of incompetence	I was pulled out of a role because of incompetence	hours	weeks	4	5	4	1	2	1	5	2	4	4	4	1	2	3	2	4	2	3	4	1	4	3	2	Yes, first time, I will answer the following questions.	62	Male	Undergraduate degree (BA/BSc/other)	North American	3.0	5.0	7.0	1.0	4.0	5.0	3.0	1.0	7.0	3.0	The event really happened in my life.	ORIGINAL
5090	round-5	sadness	52227	2021/10/06 6:25:49 pm EET	8bbae9193e6e765c96deb4f859dbdc55	1	3	1	1	1	2	1	1	2	1	1	2	I moved into my new apartment and I felt very alone	I moved into my new apartment and I felt very alone	minutes	hours	5	4	5	3	2	1	4	3	3	5	1	2	3	2	3	1	2	3	2	1	3	4	3	No, I participated before and answered the next set of questions.	23	Female	Undergraduate degree (BA/BSc/other)	European	2.0	3.0	5.0	5.0	4.0	6.0	6.0	5.0	5.0	6.0	The event really happened in my life.	COPIED FROM REJECTED: text id 51703
2603	round-4	joy	4796	2021/09/20 1:35:18 am EET	89571a55c88b97dc64fd6a85a4e60ad1	1	1	1	2	1	4	3	3	1	1	3	3	I gave birth to my baby. it was like a dream come true	I gave birth to my baby. it was like a dream come true	days	days	5	5	1	2	5	5	1	1	2	4	3	1	5	4	5	2	1	1	1	1	4	1	2	No, I participated before and answered the next set of questions.	28	Female	Graduate degree (MA/MSc/MPhil/other)	African	6.0	2.0	5.0	1.0	7.0	4.0	6.0	2.0	5.0	1.0	--	COPIED FROM: text id 4299
3442	round-5	no-emotion	51500	2021/10/06 5:45:30 pm EET	d9892d37ecb15f18660b00b25240af95	4	1	4	4	1	3	5	1	5	2	4	1	When I walked my dog this morning.	When I walked my dog this morning.	minutes	I had none	1	2	1	5	5	3	3	1	1	5	1	1	1	3	5	1	1	1	1	1	3	4	1	Yes, first time, I will answer the following questions.	30	Female	Secondary education	English	5.0	5.0	6.0	7.0	5.0	6.0	7.0	4.0	3.0	4.0	The event really happened in my life.	ORIGINAL
2490	round-2	joy	298	2021/07/20 8:24:27 pm EET	8fa922a1116d1ab2ebef342a59180c7c	1	1	1	1	1	1	1	1	2	1	1	3	my husband and I went on our first vacation without the children!	my husband and I went on our first vacation without the children!	days	weeks	5	5	1	1	2	5	1	5	1	3	3	3	5	3	3	3	1	3	1	1	5	1	3	No, I participated before and answered the next set of questions.	62	Female	Secondary education	British	3.0	1.0	5.0	4.0	4.0	4.0	6.0	1.0	6.0	4.0	--	COPIED FROM: text id 250
3354	round-5	no-emotion	51396	2021/10/06 2:45:15 pm EET	326dfa186762ff3e752145255d98a29a	1	4	1	1	1	1	1	4	2	1	1	4	When my dad died.	When my dad died.	minutes	I had none	2	3	5	1	2	1	2	1	5	1	1	1	1	1	1	2	5	4	1	1	2	2	1	Yes, first time, I will answer the following questions.	35	Male	Undergraduate degree (BA/BSc/other)	European	2.0	4.0	5.0	3.0	7.0	6.0	6.0	1.0	3.0	1.0	The event really happened in my life.	ORIGINAL
4031	round-6	pride	6633	2021/11/01 7:39:51 pm CET	993013445db5dd43610a92de556cbc74	2	1	1	1	1	1	1	1	1	1	1	1	when my son first learned how to walk.	when my son first learned how to walk.	seconds	hours	4	5	2	2	3	5	1	5	1	2	5	5	5	1	3	5	1	5	1	1	5	1	2	No, I participated before and answered the next set of questions.	25	Male	High school	North American	1.0	3.0	6.0	2.0	7.0	7.0	6.0	3.0	7.0	3.0	The event really happened in my life.	COPIED FROM: text id 6532
6458	round-5	trust	52879	2021/10/06 6:34:15 pm EET	81b6cb037570c383c7c98c21019632b5	1	1	1	2	4	2	1	1	5	4	1	1	I felt trust when I opened up to my friend about my mental health	I felt ... when I opened up to my friend about my mental health	hours	hours	4	4	3	1	1	3	3	5	1	5	1	3	1	1	4	1	1	2	1	1	3	4	5	No, I participated before and answered the next set of questions.	18	Female	Secondary education	European	2.0	4.0	6.0	7.0	3.0	5.0	5.0	2.0	1.0	4.0	The event really happened in my life.	COPIED FROM: text id 5900
1306	round-4	disgust	4471	2021/09/20 1:29:47 am EET	a58f95b5afd380c122fcfaf889f2ffda	1	2	1	1	1	2	1	1	1	1	1	1	I felt disgust when I had to get a chest tube inserted because of a collapsed lung. The thought of blood and what was going into my body grossed me out.	I felt ... when I had to get a chest tube inserted because of a collapsed lung. The thought of blood and what was going into my body grossed me out.	days	weeks	5	5	5	1	1	1	5	4	5	2	1	5	1	5	1	5	4	5	1	1	3	5	3	No, I participated before and answered the next set of questions.	23	Female	Graduate degree (MA/MSc/MPhil/other)	North American	5.0	3.0	7.0	5.0	5.0	5.0	7.0	2.0	5.0	2.0	--	COPIED FROM: text id 41925
485	round-6	anger	626	2021/11/01 8:22:53 pm CET	91a71a1989c91a417997c7ebc92546f7	1	2	1	1	1	1	1	1	1	1	1	1	my daughter's speech therapist said that my daughter wasn't progressing in therapy because my daughter didn't want too.	my daughter's speech therapist said that my daughter wasn't progressing in therapy because my daughter didn't want too.	minutes	days	4	5	2	3	1	1	4	2	1	1	4	2	4	5	4	4	1	2	4	4	4	1	4	Yes, first time, I will answer the following questions.	25	Female	High school	North American	7.0	5.0	7.0	3.0	7.0	1.0	6.0	3.0	5.0	1.0	The event really happened in my life.	ORIGINAL
5801	round-5	surprise	52412	2021/10/06 2:39:16 pm EET	0a5eaf1d00672ba115ed5106b6335686	2	2	1	1	1	1	1	1	1	1	1	1	I felt surprised when I found out my cousin has a kid, because to my knowledge none of us knew he was even with someone, he was not married or anything so when we found out he has a child but kept it a secret we were all very surprised.	I felt ... when I found out my cousin has a kid, because to my knowledge none of us knew he was even with someone, he was not married or anything so when we found out he has a child but kept it a secret we were all very ....	minutes	hours	4	4	5	5	1	3	3	1	2	1	5	1	1	2	1	3	3	5	3	4	3	1	2	Yes, first time, I will answer the following questions.	25	Female	Graduate degree (MA/MSc/MPhil/other)	South Asian	4.0	5.0	2.0	2.0	6.0	6.0	4.0	3.0	6.0	2.0	The event really happened in my life.	ORIGINAL
2225	round-3	guilt	3524	2021/09/03 5:47:15 pm EET	ba62d385fbe626ffd3005db07e8b4e94	1	2	1	1	2	2	1	1	1	1	1	1	I didn't say goodbye to my dog before I left for work because she passed away that afternoon.	I didn't say goodbye to my dog before I left for work because she passed away that afternoon.	hours	weeks	5	5	4	1	1	1	5	3	5	1	1	1	1	3	3	1	4	1	4	1	1	5	5	No, I participated before and answered the next set of questions.	30	Female	Graduate degree (MA/MSc/MPhil/other)	North American	5.0	6.0	6.0	2.0	5.0	6.0	6.0	2.0	6.0	1.0	--	COPIED FROM: text id 3385
6232	round-4	trust	41810	2021/09/20 2:03:01 am EET	8e0aeb1fe708813f46cbb9321895fbb1	2	1	1	1	2	1	1	3	2	2	1	1	I was driving home tonight with my family in the car. We were driving on the highway at a considerable speed. There were break lights up ahead on the road, the cars were slowing down because of construction on the side of the road. I quickly told the driver and he quickly and efficiently slowed down and avoided a possible collision.	I was driving home tonight with my family in the car. We were driving on the highway at a considerable speed. There were break lights up ahead on the road, the cars were slowing down because of construction on the side of the road. I quickly told the driver and he quickly and efficiently slowed down and avoided a possible collision.	seconds	minutes	4	4	5	3	3	1	4	3	3	3	4	3	2	5	4	4	3	2	4	3	4	5	4	No, I participated before and answered the next set of questions.	35	Female	Undergraduate degree (BA/BSc/other)	North American	4.0	5.0	6.0	6.0	6.0	6.0	6.0	4.0	5.0	4.0	--	COPIED FROM: text id 41841
4356	round-4	relief	41325	2021/09/20 2:30:53 am EET	427ac9dd9e646db4508665a30fa32990	3	2	2	2	3	2	2	3	2	2	2	2	I was able to pay off a long existing student loan that was causing financial harship.	I was able to pay off a long existing student loan that was causing financial harship.	weeks	days	3	4	1	2	4	4	1	4	1	5	2	3	4	2	4	2	1	3	1	1	3	2	3	No, I participated before and answered the next set of questions.	30	Male	Undergraduate degree (BA/BSc/other)	North American	2.0	5.0	5.0	3.0	5.0	5.0	4.0	4.0	3.0	4.0	--	COPIED FROM: text id 41585
5161	round-6	sadness	6904	2021/11/01 10:07:10 pm CET	5991005bcef35566d93e970f70defbf4	1	1	1	1	1	1	1	1	1	1	1	2	i had read a post on facebook that somebody in my area had been seen drowing a dog in the river behind my house	i had read a post on facebook that somebody in my area had been seen drowing a dog in the river behind my house	days	days	5	5	4	1	1	1	5	1	2	1	5	1	1	4	1	5	3	2	5	5	4	5	4	No, I participated before and answered the next set of questions.	45	Female	High school	European	1.0	5.0	5.0	6.0	6.0	7.0	6.0	1.0	4.0	3.0	The event really happened in my life.	COPIED FROM: text id 6333
5813	round-5	surprise	52426	2021/10/06 3:21:03 pm EET	f284247960d4d5342415dfd1a1f11cc3	1	1	1	1	1	1	1	1	1	1	1	2	I felt surprise when my best friend said she was moving home.	I felt ... when my best friend said she was moving home.	seconds	minutes	4	5	5	1	1	5	1	3	3	1	3	1	5	1	1	4	1	3	1	1	1	1	1	No, I participated before and answered the next set of questions.	27	Female	Graduate degree (MA/MSc/MPhil/other)	Prefer not to answer	7.0	2.0	6.0	2.0	7.0	1.0	7.0	2.0	5.0	2.0	The event really happened in my life.	COPIED FROM: text id 51647
3719	round-4	pride	41060	2021/09/20 2:18:33 am EET	a94006237e7bae02cebc85f1e9d49c67	1	5	1	1	1	4	1	1	1	1	1	1	I felt pride when I was able to stand up to my toxic boss and quit my job.	I felt ... when I was able to stand up to my toxic boss and quit my job.	minutes	weeks	5	5	3	3	5	4	2	5	1	5	4	5	5	5	5	5	1	5	1	1	5	1	5	No, I participated before and answered the next set of questions.	25	Female	Undergraduate degree (BA/BSc/other)	North American	6.0	5.0	7.0	5.0	7.0	7.0	7.0	5.0	6.0	7.0	--	COPIED FROM: text id 4597
2643	round-4	joy	4764	2021/09/20 1:42:46 am EET	fba2177fcf1c169dd45e575b55cad8d1	1	1	1	1	1	1	1	1	1	1	1	1	I was awarded a fellowship	I was awarded a fellowship	seconds	days	4	4	4	2	4	5	1	5	1	5	5	4	5	1	4	5	1	5	1	1	1	1	1	No, I participated before and answered the next set of questions.	28	Female	Undergraduate degree (BA/BSc/other)	East Asian	5.0	2.0	7.0	7.0	6.0	6.0	6.0	2.0	6.0	5.0	--	COPIED FROM: text id 4826
